billing10k,0.8,0.99,1.0,1.0,1.0
coc1000,0.78,0.91,0.81,0.77,0.63
dataset120,0.0,0.34,0.23,0.15,0.34
dataset600,0.18,0.03,0.24,0.16,0.11
dconvert,0.0,0.0,0.05,0.42,0.64
deeparch,0.01,0.05,0.08,0.45,0.96
dress-up,1.0,1.0,1.0,0.98,0.99
exastencils,0.0,0.0,0.0,0.01,0.13
home_data_for_ml_course,0.88,0.82,0.92,0.99,1.0
javagc,0.0,0.0,0.0,0.0,0.0
nasa93dem,1.0,1.0,1.0,1.0,1.0
player_statistics_cleaned_final,0.0,0.02439,0.585366,0.585366,0.585366
pom3a,0.09,0.23,0.18,0.18,0.21
pom3b,0.16,0.15,0.1,0.13,0.14
pom3c,0.24,0.49,0.53,0.62,0.76
pom3d,0.02,0.08,0.03,0.01,0.07
redis,0.0,0.0,0.0,0.0,0.03
rs-6d-c3_obj1,0.0,0.0,0.12,0.24,0.71
rs-6d-c3_obj2,0.0,0.0,0.0,0.0,0.04
socks,0.0,0.21,0.29,1.0,1.0
sol-6d-c2-obj1,0.0,0.03,0.0,0.01,0.22
storm,0.0,0.0,0.09,0.05,0.33
student_dropout,0.6,0.72,0.83,1.0,1.0
wallpaper,1.0,1.0,1.0,1.0,1.0
wc+rs-3d-c4-obj1,0.010101,0.0,0.222222,1.0,1.0
wc+sol-3d-c4-obj1,0.0,0.0,0.0,0.79798,0.79798
wc+wc-3d-c4-obj1,0.0,0.0,0.10101,1.0,1.0
wc-6d-c1-obj1,0.04,0.05,0.06,0.08,0.28
x264,0.0,0.09,0.35,0.47,0.49
xomo_flight,0.0,0.0,0.0,0.0,0.01
xomo_ground,0.02,0.0,0.01,0.0,0.04
xomo_osp,0.0,0.01,0.01,0.0,0.03
xomo_osp2,0.0,0.01,0.03,0.05,0.21
